Speaker,Modality,Verb,SemanticClass,LengthOfRecipient,AnimacyOfRec,DefinOfRec,PronomOfRec,LengthOfTheme,AnimacyOfTheme,DefinOfTheme,PronomOfTheme,RealizationOfRecipient,AccessOfRec,AccessOfTheme
S1060,spoken,give,a,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,PP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1225,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,PP,given,accessible
S1225,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1139,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1139,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1096,spoken,cost,p,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1102,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1106,spoken,show,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1138,spoken,teach,c,2,animate,definite,nonpronominal,8,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1010,spoken,give,t,2,animate,definite,nonpronominal,8,inanimate,definite,pronominal,PP,new,given
S1180,spoken,offer,f,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1083,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1092,spoken,feed,c,1,animate,definite,pronominal,14,inanimate,definite,nonpronominal,NP,given,accessible
S1208,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1032,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1229,spoken,give,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1087,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1087,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,PP,given,accessible
S1141,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1061,spoken,wish,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1174,spoken,bring,t,2,inanimate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1019,spoken,bring,t,3,animate,indefinite,nonpronominal,2,animate,definite,pronominal,PP,new,given
S1019,spoken,take,t,3,inanimate,indefinite,nonpronominal,2,animate,definite,pronominal,PP,new,given
S1019,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1019,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1019,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1019,spoken,tell,c,1,animate,definite,pronominal,4,inanimate,definite,pronominal,NP,given,given
S1019,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,new
S1019,spoken,owe,f,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,new
S1019,spoken,bring,t,2,animate,definite,nonpronominal,2,animate,definite,nonpronominal,PP,accessible,given
S1019,spoken,take,t,2,animate,definite,nonpronominal,3,animate,definite,nonpronominal,PP,new,given
S1050,spoken,feed,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,pronominal,NP,given,accessible
S1019,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1019,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1123,spoken,teach,c,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1225,spoken,tell,c,1,animate,definite,pronominal,11,inanimate,indefinite,nonpronominal,NP,given,new
S1153,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1127,spoken,offer,f,3,animate,indefinite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1226,spoken,sell,t,1,animate,indefinite,pronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1226,spoken,sell,t,2,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1226,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1127,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1041,spoken,cost,p,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,new
S1041,spoken,give,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,new
S1106,spoken,bring,t,3,animate,indefinite,nonpronominal,2,animate,indefinite,nonpronominal,PP,accessible,accessible
S1230,spoken,bring,t,2,animate,indefinite,nonpronominal,1,animate,indefinite,nonpronominal,PP,accessible,accessible
S1230,spoken,teach,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1117,spoken,take,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,given,given
S1148,spoken,quote,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1117,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1148,spoken,owe,f,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1117,spoken,pay,t,1,animate,indefinite,pronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1117,spoken,pay,t,1,animate,indefinite,pronominal,4,inanimate,indefinite,nonpronominal,NP,accessible,new
S1148,spoken,give,t,2,animate,indefinite,pronominal,3,inanimate,definite,pronominal,PP,accessible,given
S1117,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1146,spoken,take,t,4,animate,indefinite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,accessible
S1103,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1146,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1146,spoken,show,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1146,spoken,take,t,5,inanimate,indefinite,nonpronominal,2,inanimate,definite,pronominal,PP,new,given
S1146,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1146,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1083,spoken,loan,t,3,animate,indefinite,nonpronominal,6,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1083,spoken,loan,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1083,spoken,loan,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1083,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1083,spoken,loan,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1083,spoken,loan,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1083,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1083,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1083,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1214,spoken,loan,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1151,spoken,give,a,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1151,spoken,bring,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,given,given
S1151,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1016,spoken,pay,a,2,inanimate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1096,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1087,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,show,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1225,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1073,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,new
S1084,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1084,spoken,bring,a,3,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1084,spoken,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1175,spoken,give,a,6,animate,indefinite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,accessible,new
S1175,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1122,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,given
S1122,spoken,give,a,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,accessible
S1122,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1122,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1122,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1208,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1208,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1027,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1083,spoken,give,t,1,animate,definite,nonpronominal,3,inanimate,definite,pronominal,PP,new,given
S1083,spoken,give,t,2,animate,indefinite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,new,new
S1083,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1083,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1083,spoken,quote,c,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1130,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1141,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1096,spoken,pay,a,1,inanimate,definite,pronominal,4,inanimate,indefinite,nonpronominal,PP,given,accessible
S1096,spoken,pay,a,7,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1096,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1151,spoken,send,t,1,animate,definite,pronominal,2,inanimate,indefinite,pronominal,NP,given,accessible
S1151,spoken,give,a,1,animate,definite,pronominal,19,inanimate,indefinite,nonpronominal,NP,given,new
S1151,spoken,take,t,2,animate,definite,nonpronominal,3,animate,definite,nonpronominal,PP,new,new
S1151,spoken,write,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1151,spoken,send,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1151,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,given,given
S1092,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1092,spoken,send,t,1,animate,definite,pronominal,4,inanimate,definite,pronominal,PP,given,given
S1151,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1151,spoken,send,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1016,spoken,allow,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1181,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1181,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1148,spoken,pay,a,5,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1148,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1025,spoken,write,t,3,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,new
S1025,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1232,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1232,spoken,give,t,1,animate,definite,nonpronominal,3,inanimate,definite,pronominal,PP,given,given
S1180,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1180,spoken,give,t,1,animate,definite,pronominal,5,inanimate,definite,pronominal,PP,given,given
S1180,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1117,spoken,cost,p,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1180,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1117,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1117,spoken,charge,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1151,spoken,give,t,1,animate,indefinite,pronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,given
S1056,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1151,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,new
S1056,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1151,spoken,pay,t,1,animate,definite,pronominal,4,inanimate,indefinite,pronominal,NP,given,accessible
S1151,spoken,give,t,1,animate,definite,pronominal,5,inanimate,definite,pronominal,PP,given,given
S1141,spoken,promise,a,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1043,spoken,give,a,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1043,spoken,offer,f,1,animate,indefinite,nonpronominal,14,inanimate,indefinite,nonpronominal,NP,given,accessible
S1026,spoken,pay,t,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1132,spoken,pay,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1103,spoken,sell,t,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1013,spoken,pay,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1013,spoken,write,t,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,PP,given,new
S1013,spoken,pay,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1103,spoken,tell,c,1,animate,definite,pronominal,8,inanimate,definite,pronominal,NP,given,given
S1032,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1126,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1126,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,given
S1126,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1235,spoken,give,t,1,animate,definite,pronominal,7,inanimate,definite,pronominal,PP,given,given
S1225,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,accessible,given
S1225,spoken,give,t,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1225,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1106,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1093,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1093,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1005,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1005,spoken,pay,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1014,spoken,do,a,12,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1083,spoken,send,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1027,spoken,give,t,15,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1027,spoken,send,c,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1027,spoken,give,a,1,animate,definite,pronominal,15,inanimate,indefinite,nonpronominal,NP,given,new
S1027,spoken,do,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1141,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1179,spoken,send,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1148,spoken,take,t,2,animate,definite,nonpronominal,1,animate,definite,nonpronominal,PP,accessible,accessible
S1179,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,pronominal,NP,given,accessible
S1123,spoken,bring,t,1,animate,definite,pronominal,4,animate,indefinite,nonpronominal,NP,given,new
S1123,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1128,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1181,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,new
S1110,spoken,teach,c,8,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,given
S1071,spoken,give,c,1,animate,definite,pronominal,15,inanimate,indefinite,nonpronominal,NP,given,accessible
S1071,spoken,teach,c,1,animate,definite,pronominal,15,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1093,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1127,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1092,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,new
S1092,spoken,sell,t,3,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1092,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1092,spoken,cost,p,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S0,spoken,tell,c,1,animate,definite,pronominal,4,inanimate,definite,pronominal,NP,given,given
S1057,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1214,spoken,give,a,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,accessible,accessible
S1214,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1123,spoken,tell,c,1,animate,definite,pronominal,5,inanimate,indefinite,pronominal,NP,given,new
S1151,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1151,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1122,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1155,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1155,spoken,show,c,1,animate,definite,pronominal,11,inanimate,definite,pronominal,NP,given,accessible
S1014,spoken,give,a,2,animate,indefinite,nonpronominal,8,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1014,spoken,sell,t,2,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1014,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1014,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1110,spoken,deny,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1110,spoken,deny,p,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1039,spoken,give,c,1,animate,definite,pronominal,8,inanimate,definite,nonpronominal,NP,given,accessible
S1151,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1151,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1151,spoken,show,c,3,animate,indefinite,nonpronominal,4,inanimate,definite,nonpronominal,PP,accessible,new
S1104,spoken,give,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1104,spoken,sell,t,3,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
S1140,spoken,pay,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,PP,given,accessible
S1069,spoken,show,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1140,spoken,give,t,2,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1027,spoken,give,a,1,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1103,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1043,spoken,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1031,spoken,give,a,2,animate,definite,nonpronominal,9,inanimate,indefinite,nonpronominal,NP,given,accessible
S1073,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1181,spoken,show,c,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1181,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1181,spoken,show,c,1,animate,definite,pronominal,12,inanimate,indefinite,pronominal,NP,given,accessible
S1181,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1209,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1209,spoken,tell,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1209,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,indefinite,pronominal,NP,given,accessible
S1209,spoken,give,a,1,animate,definite,pronominal,8,inanimate,definite,nonpronominal,NP,given,accessible
S1174,spoken,give,t,2,animate,indefinite,pronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1225,spoken,give,a,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1104,spoken,cost,p,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1104,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1248,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1104,spoken,hand,t,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,new
S1248,spoken,take,t,2,animate,definite,nonpronominal,1,animate,definite,pronominal,PP,new,given
S1248,spoken,take,t,2,animate,definite,nonpronominal,1,animate,definite,pronominal,PP,new,given
S1104,spoken,tell,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1209,spoken,tell,c,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,given
S1105,spoken,tell,c,1,animate,definite,pronominal,5,inanimate,indefinite,pronominal,NP,given,accessible
S1124,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1154,spoken,pay,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,PP,given,accessible
S1007,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1035,spoken,do,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1035,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1035,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1110,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1157,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1232,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1180,spoken,give,c,1,animate,definite,pronominal,13,inanimate,indefinite,nonpronominal,NP,given,new
S1094,spoken,give,a,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1117,spoken,sell,t,2,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1117,spoken,cause,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1117,spoken,pay,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1117,spoken,pay,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1096,spoken,teach,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1096,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1096,spoken,tell,c,2,animate,definite,nonpronominal,1,inanimate,definite,pronominal,NP,accessible,given
S1211,spoken,pay,a,1,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1211,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,given
S1235,spoken,offer,f,1,animate,definite,pronominal,3,animate,definite,pronominal,PP,given,given
S1225,spoken,send,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,new
S1225,spoken,pay,t,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,3,inanimate,indefinite,pronominal,NP,given,accessible
S1225,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1035,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,new
S1225,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
